Moisture,Soil_temp,EC,time
22002740.0,21.25,3604729.0,2020-10-09 13:04:55
22002357.0,21.75,3604654.0,2020-10-09 13:05:07
22002190.0,21.81,3604551.0,2020-10-09 13:05:19
22002065.0,21.5,3604647.0,2020-10-09 13:05:31
22002065.0,21.93,3604613.0,2020-10-09 13:05:43
22002107.0,21.68,3604647.0,2020-10-09 13:05:56
22002823.0,22.0,3604715.0,2020-10-09 13:06:07
22002099.0,22.25,3604592.0,2020-10-09 13:06:19
22002107.0,22.0,3604551.0,2020-10-09 13:06:32
22002232.0,21.81,3604647.0,2020-10-09 13:06:43
22002274.0,21.87,3604558.0,2020-10-09 13:06:55
22001341.0,21.93,3604483.0,2020-10-09 13:07:06
22001641.0,22.31,3604511.0,2020-10-09 13:07:17
22001633.0,21.75,3604572.0,2020-10-09 13:07:29
22001683.0,22.25,3604449.0,2020-10-09 13:07:40
22001424.0,22.0,3604538.0,2020-10-09 13:07:52
22002274.0,22.0,3604633.0,2020-10-09 13:08:03
22001000.0,22.25,3604412.0,2020-10-09 13:08:16
22002065.0,21.68,3604633.0,2020-10-09 13:08:27
22002440.0,22.31,3604572.0,2020-10-09 13:08:40
22001724.0,21.62,3604667.0,2020-10-09 13:08:51
22001932.0,22.5,3604558.0,2020-10-09 13:09:03
22001424.0,22.18,3604586.0,2020-10-09 13:09:15
22002024.0,21.81,3604504.0,2020-10-09 13:09:26
22002274.0,22.25,3604613.0,2020-10-09 13:09:38
22002015.0,21.68,3604579.0,2020-10-09 13:09:51
22001341.0,22.12,3604470.0,2020-10-09 13:10:03
22001258.0,21.81,3604470.0,2020-10-09 13:10:14
22001807.0,21.68,3604524.0,2020-10-09 13:10:25
22001466.0,21.93,3604626.0,2020-10-09 13:10:37
22002407.0,22.43,3604674.0,2020-10-09 13:10:48
22001724.0,21.43,3604558.0,2020-10-09 13:10:59
22002781.0,21.75,3604606.0,2020-10-09 13:11:24
22001042.0,21.87,3604572.0,2020-10-09 13:11:36
22000792.0,22.31,3604435.0,2020-10-09 13:12:12
22001974.0,22.18,3604551.0,2020-10-09 13:12:24
22001424.0,21.87,3604565.0,2020-10-09 13:12:36
22002315.0,21.75,3604613.0,2020-10-09 13:12:47
22002315.0,22.0,3604599.0,2020-10-09 13:13:00
22001932.0,21.93,3604565.0,2020-10-09 13:13:11
22002274.0,21.62,3604442.0,2020-10-09 13:13:22
22001724.0,21.62,3604524.0,2020-10-09 13:13:35
22001724.0,21.87,3604497.0,2020-10-09 13:13:46
22001849.0,21.93,3604511.0,2020-10-09 13:13:57
22001683.0,21.87,3604613.0,2020-10-09 13:14:09
22001932.0,21.93,3604620.0,2020-10-09 13:14:21
22001549.0,22.0,3604511.0,2020-10-09 13:14:32
22001083.0,22.06,3604470.0,2020-10-09 13:14:55
22001641.0,21.81,3604599.0,2020-10-09 13:15:06
22000542.0,21.62,3604463.0,2020-10-09 13:15:19
22000967.0,22.18,3604456.0,2020-10-09 13:15:30
22001591.0,21.81,3604517.0,2020-10-09 13:15:41
22001891.0,21.62,3604695.0,2020-10-09 13:15:53
22001549.0,21.93,3604449.0,2020-10-09 13:16:06
22002149.0,21.62,3604770.0,2020-10-09 13:16:18
22001000.0,21.75,3604490.0,2020-10-09 13:16:41
22001042.0,21.68,3604531.0,2020-10-09 13:16:52
22000958.0,22.12,3604470.0,2020-10-09 13:17:03
22001558.0,22.18,3604599.0,2020-10-09 13:17:15
22000709.0,22.06,3604456.0,2020-10-09 13:17:26
22001766.0,21.87,3604599.0,2020-10-09 13:17:38
22001891.0,22.0,3604592.0,2020-10-09 13:17:49
22001250.0,22.18,3604517.0,2020-10-09 13:18:01
22000667.0,21.56,3604435.0,2020-10-09 13:18:14
22000542.0,22.18,3604371.0,2020-10-09 13:18:25
22000492.0,21.93,3604422.0,2020-10-09 13:18:37
22001807.0,21.87,3604551.0,2020-10-09 13:18:50
22001683.0,22.18,3604531.0,2020-10-09 13:19:01
22001849.0,21.87,3604545.0,2020-10-09 13:19:12
22001424.0,21.75,3604572.0,2020-10-09 13:19:24
22001166.0,22.0,3604497.0,2020-10-09 13:19:36
22001641.0,22.12,3604565.0,2020-10-09 13:19:48
22001724.0,22.18,3604633.0,2020-10-09 13:20:01
22001807.0,22.12,3604483.0,2020-10-09 13:20:13
22000376.0,22.0,3604538.0,2020-10-09 13:20:25
22000958.0,21.68,3604524.0,2020-10-09 13:20:36
22000917.0,22.0,3604483.0,2020-10-09 13:20:47
22001766.0,22.06,3604586.0,2020-10-09 13:20:59
22000417.0,22.31,3604371.0,2020-10-09 13:21:11
22001424.0,21.75,3604511.0,2020-10-09 13:21:23
22001766.0,22.18,3604470.0,2020-10-09 13:21:34
22001383.0,22.31,3604531.0,2020-10-09 13:21:59
22001641.0,22.12,3604531.0,2020-10-09 13:22:10
22001766.0,21.87,3604606.0,2020-10-09 13:22:23
22001300.0,21.75,3604640.0,2020-10-09 13:22:34
22001683.0,21.81,3604586.0,2020-10-09 13:22:45
22000875.0,21.75,3604633.0,2020-10-09 13:22:57
22000792.0,22.12,3604572.0,2020-10-09 13:23:09
22001766.0,21.43,3604558.0,2020-10-09 13:23:20
22001466.0,21.81,3604511.0,2020-10-09 13:23:32
22000833.0,21.68,3604435.0,2020-10-09 13:23:44
22001508.0,22.06,3604558.0,2020-10-09 13:23:57
22000833.0,22.06,3604463.0,2020-10-09 13:24:09
22001724.0,21.87,3604620.0,2020-10-09 13:24:22
22000958.0,22.12,3604470.0,2020-10-09 13:24:45
22002440.0,22.12,3604736.0,2020-10-09 13:24:58
22001341.0,22.0,3604572.0,2020-10-09 13:25:21
22001091.0,21.87,3604504.0,2020-10-09 13:25:33
22001891.0,22.0,3604586.0,2020-10-09 13:25:45
22001641.0,21.93,3604579.0,2020-10-09 13:25:56
22000875.0,21.93,3604470.0,2020-10-09 13:26:20
22001641.0,22.0,3604688.0,2020-10-09 13:26:31
22001466.0,22.06,3604558.0,2020-10-09 13:26:43
22001341.0,21.93,3604654.0,2020-10-09 13:26:55
22001974.0,22.12,3604667.0,2020-10-09 13:27:08
22001683.0,21.81,3604565.0,2020-10-09 13:27:19
22001466.0,22.06,3604606.0,2020-10-09 13:27:32
22001300.0,22.0,3604606.0,2020-10-09 13:27:44
22001508.0,22.18,3604586.0,2020-10-09 13:27:55
22000875.0,21.87,3604456.0,2020-10-09 13:28:08
22000833.0,21.93,3604504.0,2020-10-09 13:28:20
22001208.0,21.75,3604640.0,2020-10-09 13:28:31
22001807.0,21.62,3604497.0,2020-10-09 13:28:42
21999868.0,21.62,3604470.0,2020-10-09 13:28:54
22000326.0,22.0,3604497.0,2020-10-09 13:29:05
22000534.0,21.81,3604620.0,2020-10-09 13:29:16
22001125.0,21.87,3604579.0,2020-10-09 13:29:28
22000617.0,21.93,3604531.0,2020-10-09 13:29:39
22001724.0,21.75,3604524.0,2020-10-09 13:29:52
22001766.0,22.06,3604667.0,2020-10-09 13:30:03
22002065.0,21.68,3604667.0,2020-10-09 13:30:15
22001683.0,22.37,3604483.0,2020-10-09 13:30:26
22001341.0,21.93,3604476.0,2020-10-09 13:30:38
22000625.0,21.75,3604490.0,2020-10-09 13:30:49
22001300.0,21.87,3604620.0,2020-10-09 13:31:00
22002532.0,22.37,3604647.0,2020-10-09 13:31:12
22000917.0,22.06,3604524.0,2020-10-09 13:31:34
22000917.0,21.87,3604538.0,2020-10-09 13:31:46
22001674.0,22.0,3604674.0,2020-10-09 13:31:58
22001258.0,21.87,3604620.0,2020-10-09 13:32:10
22001383.0,22.06,3604613.0,2020-10-09 13:32:21
22001341.0,21.68,3604688.0,2020-10-09 13:32:33
22000917.0,22.0,3604456.0,2020-10-09 13:32:45
22000459.0,21.93,3604504.0,2020-10-09 13:32:57
22001125.0,22.12,3604654.0,2020-10-09 13:33:10
22000492.0,21.75,3604599.0,2020-10-09 13:33:22
22000542.0,21.87,3604545.0,2020-10-09 13:33:33
22000450.0,21.81,3604422.0,2020-10-09 13:33:45
22001042.0,21.68,3604483.0,2020-10-09 13:34:09
22001091.0,21.81,3604626.0,2020-10-09 13:34:20
22001466.0,21.93,3604640.0,2020-10-09 13:34:31
22001300.0,21.81,3604599.0,2020-10-09 13:34:43
22001133.0,21.81,3604490.0,2020-10-09 13:34:55
22000958.0,22.06,3604531.0,2020-10-09 13:35:07
22001216.0,21.93,3604545.0,2020-10-09 13:35:19
22001300.0,21.68,3604613.0,2020-10-09 13:35:32
22001216.0,21.93,3604524.0,2020-10-09 13:35:55
22001383.0,21.81,3604511.0,2020-10-09 13:36:08
22001042.0,21.93,3604391.0,2020-10-09 13:36:20
22000792.0,21.87,3604398.0,2020-10-09 13:36:31
22000492.0,21.93,3604476.0,2020-10-09 13:36:44
22001383.0,21.87,3604531.0,2020-10-09 13:36:55
22000284.0,22.25,3604463.0,2020-10-09 13:37:07
22000584.0,22.12,3604497.0,2020-10-09 13:37:20
21999185.0,22.18,3604398.0,2020-10-09 13:37:31
22000917.0,21.5,3604490.0,2020-10-09 13:37:43
22000792.0,21.56,3604545.0,2020-10-09 13:37:56
22001258.0,22.06,3604592.0,2020-10-09 13:38:07
22001000.0,21.93,3604565.0,2020-10-09 13:38:32
22001641.0,21.93,3604688.0,2020-10-09 13:38:44
22001724.0,21.68,3604483.0,2020-10-09 13:38:55
22001216.0,22.25,3604545.0,2020-10-09 13:39:07
22001383.0,21.62,3604667.0,2020-10-09 13:39:19
22001549.0,21.56,3604620.0,2020-10-09 13:39:32
22001000.0,22.06,3604511.0,2020-10-09 13:39:44
22001549.0,22.06,3604674.0,2020-10-09 13:39:56
22001683.0,21.81,3604579.0,2020-10-09 13:40:07
22001724.0,21.75,3604538.0,2020-10-09 13:40:20
22000625.0,21.87,3604504.0,2020-10-09 13:40:32
22000667.0,22.56,3604497.0,2020-10-09 13:40:45
22001258.0,21.37,3604613.0,2020-10-09 13:40:57
