Moisture,Soil_temp,Air_Hum,Air_temp,EC,time
20140962.0,21.37,0,40,3641049.0,2020-10-28 10:57:56
20140683.0,21.43,0,40,3641029.0,2020-10-28 10:58:56
20140886.0,21.43,0,40,3640967.0,2020-10-28 10:59:59
20141203.0,21.43,0,40,3641132.0,2020-10-28 11:01:00
20140175.0,21.43,0,40,3640872.0,2020-10-28 11:02:01
20140454.0,21.37,0,40,3640967.0,2020-10-28 11:03:04
20139870.0,21.37,0,40,3640946.0,2020-10-28 11:04:05
20140289.0,21.31,0,40,3640974.0,2020-10-28 11:15:27
20135693.0,21.25,0,40,3640898.0,2020-10-28 11:16:28
20135224.0,21.25,0,40,3641063.0,2020-10-28 11:17:30
20135262.0,21.25,0,40,3640987.0,2020-10-28 11:18:32
20135376.0,21.25,0,40,3640932.0,2020-10-28 11:19:34
20134360.0,21.18,0,40,3640865.0,2020-10-28 11:20:36
20134551.0,21.25,0,40,3640974.0,2020-10-28 11:21:38
20133929.0,21.25,0,40,3640932.0,2020-10-28 11:23:43
20134005.0,21.25,0,40,3640905.0,2020-10-28 11:24:44
20133535.0,21.25,0,40,3640886.0,2020-10-28 11:25:46
20133662.0,21.25,0,40,3640838.0,2020-10-28 11:26:48
20132850.0,21.25,0,40,3640891.0,2020-10-28 11:27:49
20131631.0,21.31,0,40,3640939.0,2020-10-28 11:29:53
20131859.0,21.43,0,40,3640872.0,2020-10-28 11:30:54
20132291.0,21.37,0,40,3640879.0,2020-10-28 11:31:55
20132532.0,21.43,0,40,3640925.0,2020-10-28 11:32:57
20131897.0,21.43,0,40,3640845.0,2020-10-28 11:33:59
20131199.0,21.37,0,40,3640727.0,2020-10-28 11:37:05
20130806.0,21.31,0,40,3640734.0,2020-10-28 11:38:07
20132101.0,21.31,0,40,3640872.0,2020-10-28 11:39:09
20131275.0,21.31,0,40,3640831.0,2020-10-28 11:40:10
20130958.0,21.37,0,40,3640865.0,2020-10-28 11:41:12
20130806.0,21.31,0,40,3640803.0,2020-10-28 11:42:13
20131555.0,21.31,0,40,3640879.0,2020-10-28 11:43:15
20131085.0,21.31,0,40,3640886.0,2020-10-28 11:44:17
20130488.0,21.31,0,40,3640727.0,2020-10-28 11:45:17
20131085.0,21.31,0,40,3640946.0,2020-10-28 11:46:20
20130222.0,21.31,0,40,3640796.0,2020-10-28 11:47:21
20130222.0,21.31,0,40,3640755.0,2020-10-28 11:48:22
20130615.0,21.31,0,40,3640905.0,2020-10-28 11:49:24
20130564.0,21.25,0,40,3640919.0,2020-10-28 11:50:26
20130412.0,21.25,0,40,3640852.0,2020-10-28 11:51:28
20129600.0,21.18,0,40,3640960.0,2020-10-28 11:52:29
20130844.0,21.18,0,40,3640858.0,2020-10-28 11:53:31
20129942.0,21.18,0,40,3640783.0,2020-10-28 11:55:35
20129841.0,21.18,0,40,3640831.0,2020-10-28 11:56:36
20129803.0,21.18,0,40,3640872.0,2020-10-28 11:57:38
20130146.0,21.12,0,40,3640803.0,2020-10-28 11:58:41
20130298.0,21.18,0,40,3640858.0,2020-10-28 11:59:44
20130768.0,21.12,0,40,3640912.0,2020-10-28 12:00:44
20130235.0,21.18,0,40,3640838.0,2020-10-28 12:02:47
20129917.0,21.18,0,40,3640925.0,2020-10-28 12:03:49
20129244.0,21.18,0,40,3640686.0,2020-10-28 12:04:50
20129803.0,21.25,0,40,3640946.0,2020-10-28 12:05:52
20129168.0,21.18,0,40,3640817.0,2020-10-28 12:06:54
20129016.0,21.18,0,40,3640831.0,2020-10-28 12:07:57
20127759.0,21.12,0,40,3640638.0,2020-10-28 12:11:01
20127124.0,21.12,0,40,3640555.0,2020-10-28 12:12:02
20127289.0,21.06,0,40,3640528.0,2020-10-28 12:13:03
20126870.0,21.06,0,40,3640541.0,2020-10-28 12:14:06
20126972.0,21.12,0,40,3640583.0,2020-10-28 12:15:07
20127327.0,21.12,0,40,3640741.0,2020-10-28 12:16:09
20127175.0,21.12,0,40,3640769.0,2020-10-28 12:17:11
20127797.0,21.06,0,40,3640810.0,2020-10-28 12:18:13
20126439.0,21.12,0,40,3640617.0,2020-10-28 12:20:15
20126718.0,21.12,0,40,3640810.0,2020-10-28 12:21:16
20126629.0,21.12,0,40,3640898.0,2020-10-28 12:22:18
20126515.0,21.06,0,40,3640872.0,2020-10-28 12:23:20
20126363.0,21.06,0,40,3640748.0,2020-10-28 12:24:21
20125537.0,21.06,0,40,3640686.0,2020-10-28 12:25:23
20240223.0,22.81,0,40,3641249.0,2020-10-28 14:24:39
20239437.0,22.81,0,40,3641015.0,2020-10-28 14:25:40
20239753.0,22.81,0,40,3641008.0,2020-10-28 14:26:42
20239715.0,22.87,0,40,3640987.0,2020-10-28 14:27:44
20239629.0,22.81,0,40,3641022.0,2020-10-28 14:28:46
20240769.0,22.75,0,40,3641098.0,2020-10-28 14:29:48
20239246.0,22.68,0,40,3641015.0,2020-10-28 14:30:50
20239907.0,22.68,0,40,3640946.0,2020-10-28 14:31:51
20240185.0,22.68,0,40,3641098.0,2020-10-28 14:32:52
20239639.0,22.68,0,40,3641036.0,2020-10-28 14:33:53
20240424.0,22.68,0,40,3641201.0,2020-10-28 14:34:55
20240414.0,22.56,0,40,3641056.0,2020-10-28 14:35:58
20240539.0,22.56,0,40,3641105.0,2020-10-28 14:37:00
20240769.0,22.5,0,40,3641056.0,2020-10-28 14:38:03
20239830.0,22.56,0,40,3640981.0,2020-10-28 14:39:04
20240731.0,22.56,0,40,3641043.0,2020-10-28 14:40:06
20241009.0,22.56,0,40,3641077.0,2020-10-28 14:41:08
20240769.0,22.56,0,40,3640994.0,2020-10-28 14:42:09
20240300.0,22.5,0,40,3640974.0,2020-10-28 14:43:12
20240769.0,22.5,0,40,3641029.0,2020-10-28 14:44:14
20240414.0,22.5,0,40,3640994.0,2020-10-28 14:45:15
20240616.0,22.5,0,40,3641036.0,2020-10-28 14:46:17
20240769.0,22.43,0,40,3640994.0,2020-10-28 14:47:20
20240932.0,22.43,0,40,3641063.0,2020-10-28 14:48:22
20240146.0,22.43,0,40,3641043.0,2020-10-28 14:49:23
20240539.0,22.43,0,40,3640967.0,2020-10-28 14:50:25
20240692.0,22.37,0,40,3641015.0,2020-10-28 14:51:26
20241114.0,22.37,0,40,3640932.0,2020-10-28 14:53:30
20240922.0,22.37,0,40,3641029.0,2020-10-28 14:54:31
20240731.0,22.31,0,40,3640932.0,2020-10-28 14:55:32
20239792.0,22.37,0,40,3641015.0,2020-10-28 14:56:33
20239552.0,22.37,0,40,3640912.0,2020-10-28 14:57:36
20239677.0,22.31,0,40,3640912.0,2020-10-28 14:58:38
20240807.0,22.31,0,40,3641049.0,2020-10-28 14:59:40
20240616.0,22.31,0,40,3640932.0,2020-10-28 15:00:42
20240376.0,22.31,0,40,3640898.0,2020-10-28 15:01:44
20240032.0,22.25,0,40,3640872.0,2020-10-28 15:02:47
20240146.0,22.25,0,40,3640939.0,2020-10-28 15:03:48
20239983.0,22.31,0,40,3640953.0,2020-10-28 15:04:50
20239907.0,22.25,0,40,3640919.0,2020-10-28 15:05:51
20239792.0,22.25,0,40,3640886.0,2020-10-28 15:06:52
20239983.0,22.25,0,40,3640974.0,2020-10-28 15:07:54
20240223.0,22.18,0,40,3640946.0,2020-10-28 15:08:56
20239792.0,22.25,0,40,3640886.0,2020-10-28 15:09:58
20239945.0,22.18,0,40,3641008.0,2020-10-28 15:11:01
20238651.0,22.0,0,40,3640886.0,2020-10-28 15:24:23
20238776.0,22.0,0,40,3640939.0,2020-10-28 15:25:25
20238613.0,22.06,0,40,3640845.0,2020-10-28 15:26:27
20237329.0,22.0,0,40,3640769.0,2020-10-28 15:27:29
20238115.0,21.93,0,40,3640769.0,2020-10-28 15:28:30
20237569.0,22.0,0,40,3640659.0,2020-10-28 15:29:32
20237138.0,22.0,0,40,3640700.0,2020-10-28 15:30:33
20237176.0,21.93,0,40,3640762.0,2020-10-28 15:31:36
20236898.0,22.0,0,40,3640824.0,2020-10-28 15:32:38
20237061.0,22.0,0,40,3640727.0,2020-10-28 15:33:39
20236936.0,22.0,0,40,3640714.0,2020-10-28 15:34:42
20237607.0,21.93,0,40,3640755.0,2020-10-28 15:35:43
20219316.0,23.62,0,40,3641167.0,2020-10-28 17:32:04
20219595.0,23.62,0,40,3641297.0,2020-10-28 17:33:04
20219911.0,23.5,0,40,3641187.0,2020-10-28 17:34:06
20219949.0,23.43,0,40,3641215.0,2020-10-28 17:35:08
20219442.0,23.43,0,40,3641139.0,2020-10-28 17:36:10
20271544.0,22.93,0,40,3641194.0,2020-10-29 14:33:52
20272051.0,22.87,0,40,3641229.0,2020-10-29 14:34:54
20270959.0,22.81,0,40,3641105.0,2020-10-29 14:35:56
20271505.0,22.68,0,40,3641111.0,2020-10-29 14:36:59
20271113.0,22.75,0,40,3641015.0,2020-10-29 14:38:00
20271304.0,22.68,0,40,3641160.0,2020-10-29 14:39:02
20271151.0,22.68,0,40,3641063.0,2020-10-29 14:40:05
20271151.0,22.62,0,40,3640994.0,2020-10-29 14:41:06
20272329.0,22.62,0,40,3641118.0,2020-10-29 14:42:07
20271314.0,22.62,0,40,3641098.0,2020-10-29 14:43:09
20272090.0,22.5,0,40,3641029.0,2020-10-29 14:44:11
20271697.0,22.5,0,40,3641077.0,2020-10-29 14:45:13
20271745.0,22.5,0,40,3641105.0,2020-10-29 14:46:15
20272483.0,22.5,0,40,3641256.0,2020-10-29 14:47:18
20271429.0,22.5,0,40,3641029.0,2020-10-29 14:48:20
20271314.0,22.43,0,40,3640898.0,2020-10-29 14:49:22
20270691.0,22.43,0,40,3640905.0,2020-10-29 14:50:24
20270844.0,22.37,0,40,3641008.0,2020-10-29 14:51:26
20271237.0,22.43,0,40,3641015.0,2020-10-29 14:52:28
20271228.0,22.37,0,40,3641043.0,2020-10-29 14:53:30
20270844.0,22.31,0,40,3640974.0,2020-10-29 14:54:32
20271390.0,22.37,0,40,3641022.0,2020-10-29 14:55:33
20271544.0,22.25,0,40,3640845.0,2020-10-29 14:57:38
20271151.0,22.25,0,40,3641043.0,2020-10-29 14:58:39
20271189.0,22.25,0,40,3640912.0,2020-10-29 14:59:41
20271036.0,22.25,0,40,3640905.0,2020-10-29 15:00:42
20271266.0,22.25,0,40,3640974.0,2020-10-29 15:01:44
20271266.0,22.18,0,40,3640987.0,2020-10-29 15:02:46
20271390.0,22.18,0,40,3641008.0,2020-10-29 15:03:48
20271074.0,22.18,0,40,3641022.0,2020-10-29 15:04:49
20271314.0,22.06,0,40,3641063.0,2020-10-29 15:05:51
20271821.0,22.06,0,40,3641105.0,2020-10-29 15:06:54
20271505.0,22.12,0,40,3640967.0,2020-10-29 15:07:55
20271898.0,22.12,0,40,3641139.0,2020-10-29 15:08:57
20271189.0,22.06,0,40,3641070.0,2020-10-29 15:09:58
20271314.0,22.06,0,40,3640953.0,2020-10-29 15:10:59
20271007.0,22.06,0,40,3641001.0,2020-10-29 15:12:02
20270844.0,22.0,0,40,3640974.0,2020-10-29 15:13:04
20270930.0,22.0,0,40,3640953.0,2020-10-29 15:14:06
20270921.0,22.0,0,40,3640852.0,2020-10-29 15:15:08
20271745.0,21.93,0,40,3641125.0,2020-10-29 15:16:09
20270384.0,22.0,0,40,3640925.0,2020-10-29 15:17:10
20271199.0,21.93,0,40,3641077.0,2020-10-29 15:18:11
20270921.0,21.93,0,40,3640879.0,2020-10-29 15:19:14
20271122.0,21.93,0,40,3641008.0,2020-10-29 15:20:15
20270375.0,21.93,0,40,3640974.0,2020-10-29 15:21:17
20270652.0,21.87,0,40,3640981.0,2020-10-29 15:24:22
20269752.0,21.93,0,40,3640939.0,2020-10-29 15:25:25
20270336.0,21.87,0,40,3640919.0,2020-10-29 15:26:27
20270068.0,21.87,0,40,3640852.0,2020-10-29 15:27:28
20269560.0,21.93,0,40,3640796.0,2020-10-29 15:28:31
20270183.0,21.81,0,40,3640905.0,2020-10-29 15:29:34
20290025.0,23.31,0,40,3641291.0,2020-10-29 17:09:48
20290303.0,23.37,0,40,3641385.0,2020-10-29 17:10:51
20290879.0,23.43,0,40,3641433.0,2020-10-29 17:11:53
20289795.0,21.62,0,40,3641277.0,2020-10-30 09:24:47
20290025.0,21.62,0,40,3641235.0,2020-10-30 09:25:48
20289087.0,21.62,0,40,3641139.0,2020-10-30 09:26:49
20289326.0,21.5,0,40,3641139.0,2020-10-30 09:29:53
20289671.0,21.43,0,40,3641371.0,2020-10-30 09:30:54
20289441.0,21.43,0,40,3641235.0,2020-10-30 09:34:01
20289278.0,21.43,0,40,3641091.0,2020-10-30 09:35:03
20289441.0,21.37,0,40,3641235.0,2020-10-30 09:36:04
20289633.0,21.43,0,40,3641167.0,2020-10-30 09:37:06
20290025.0,21.37,0,40,3641229.0,2020-10-30 09:38:08
20289163.0,21.37,0,40,3641056.0,2020-10-30 09:39:11
20289671.0,21.37,0,40,3641270.0,2020-10-30 09:40:12
20289240.0,21.37,0,40,3641125.0,2020-10-30 09:41:15
20289249.0,21.37,0,40,3641098.0,2020-10-30 09:42:17
20289910.0,21.37,0,40,3641194.0,2020-10-30 09:43:19
20289748.0,21.37,0,40,3641160.0,2020-10-30 09:44:21
20289010.0,21.31,0,40,3641063.0,2020-10-30 09:45:22
20289910.0,21.31,0,40,3641284.0,2020-10-30 09:46:24
20289163.0,21.31,0,40,3641160.0,2020-10-30 09:47:27
20289479.0,21.37,0,40,3641098.0,2020-10-30 09:48:28
20288933.0,21.37,0,40,3641043.0,2020-10-30 09:49:31
20290371.0,21.37,0,40,3641406.0,2020-10-30 09:50:33
20288895.0,21.37,0,40,3641222.0,2020-10-30 09:51:34
20288732.0,21.31,0,40,3641077.0,2020-10-30 09:52:37
20288895.0,21.31,0,40,3641146.0,2020-10-30 09:53:39
20289910.0,21.31,0,40,3641330.0,2020-10-30 09:54:40
20288847.0,21.31,0,40,3641091.0,2020-10-30 09:55:41
20289671.0,21.31,0,40,3641277.0,2020-10-30 09:56:43
20289518.0,21.31,0,40,3641146.0,2020-10-30 09:57:45
20288540.0,21.31,0,40,3641146.0,2020-10-30 09:58:47
20289364.0,21.31,0,40,3641160.0,2020-10-30 09:59:48
20288617.0,21.31,0,40,3641187.0,2020-10-30 10:00:50
20289048.0,21.31,0,40,3641242.0,2020-10-30 10:01:52
20288771.0,21.31,0,40,3641201.0,2020-10-30 10:02:54
20289240.0,21.31,0,40,3641311.0,2020-10-30 10:03:56
20288464.0,21.31,0,40,3641125.0,2020-10-30 10:04:58
20288301.0,21.25,0,40,3641091.0,2020-10-30 10:06:01
20288579.0,21.25,0,40,3641167.0,2020-10-30 10:07:03
20287793.0,21.31,0,40,3641036.0,2020-10-30 10:08:04
20288148.0,21.31,0,40,3641056.0,2020-10-30 10:09:06
20287947.0,21.25,0,40,3641111.0,2020-10-30 10:10:08
20288109.0,21.25,0,40,3641001.0,2020-10-30 10:11:10
20287947.0,21.31,0,40,3641084.0,2020-10-30 10:12:12
