Moisture,Soil_temp,Air_Hum,Air_temp,EC,time
20287947.0,21.25,0,40,3641098.0,2020-10-30 10:13:14
20287909.0,21.25,0,40,3641194.0,2020-10-30 10:14:15
20287956.0,21.25,0,40,3641118.0,2020-10-30 10:15:17
20287956.0,21.25,0,40,3641249.0,2020-10-30 10:16:19
20287094.0,21.25,0,40,3640960.0,2020-10-30 10:17:21
20287764.0,21.25,0,40,3641125.0,2020-10-30 10:18:24
20286970.0,21.25,0,40,3641077.0,2020-10-30 10:19:26
20287132.0,21.25,0,40,3641036.0,2020-10-30 10:20:28
20286902.0,21.25,0,40,3641077.0,2020-10-30 10:21:31
20286863.0,21.25,0,40,3641063.0,2020-10-30 10:22:33
20286787.0,21.25,0,40,3641146.0,2020-10-30 10:23:36
20286863.0,21.25,0,40,3641063.0,2020-10-30 10:24:37
20286509.0,21.25,0,40,3641015.0,2020-10-30 10:25:40
20286748.0,21.25,0,40,3641111.0,2020-10-30 10:26:41
20286787.0,21.18,0,40,3641173.0,2020-10-30 10:27:43
20286663.0,21.25,0,40,3641049.0,2020-10-30 10:28:45
20285685.0,21.25,0,40,3641070.0,2020-10-30 10:29:46
20285455.0,21.25,0,40,3641049.0,2020-10-30 10:30:47
20285839.0,21.25,0,40,3641105.0,2020-10-30 10:31:48
20285963.0,21.18,0,40,3641084.0,2020-10-30 10:32:50
20285963.0,21.25,0,40,3641201.0,2020-10-30 10:33:51
20284785.0,21.25,0,40,3640905.0,2020-10-30 10:34:54
20284392.0,21.25,0,40,3641022.0,2020-10-30 10:35:56
20284478.0,21.18,0,40,3640967.0,2020-10-30 10:36:56
20284862.0,21.25,0,40,3641132.0,2020-10-30 10:37:58
20285101.0,21.25,0,40,3641022.0,2020-10-30 10:38:59
20284947.0,21.25,0,40,3641194.0,2020-10-30 10:41:04
20284277.0,21.18,0,40,3641091.0,2020-10-30 10:42:05
20283108.0,24.0,0,40,3641304.0,2020-10-30 12:26:28
20282878.0,24.06,0,40,3641222.0,2020-10-30 12:27:20
20284200.0,23.75,0,40,3641201.0,2020-10-30 12:28:21
20283855.0,23.81,0,40,3641167.0,2020-10-30 12:29:24
20284162.0,23.62,0,40,3641063.0,2020-10-30 12:30:25
20285647.0,23.56,0,40,3641364.0,2020-10-30 12:31:26
20284909.0,23.43,0,40,3641229.0,2020-10-30 12:32:28
20285293.0,23.25,0,40,3641325.0,2020-10-30 12:33:30
20284593.0,23.25,0,40,3641146.0,2020-10-30 12:34:32
20285178.0,23.18,0,40,3641235.0,2020-10-30 12:35:33
20285771.0,23.18,0,40,3641311.0,2020-10-30 12:36:34
20285494.0,23.06,0,40,3641201.0,2020-10-30 12:37:36
20285216.0,22.87,0,40,3641153.0,2020-10-30 12:38:38
20285139.0,22.93,0,40,3641139.0,2020-10-30 12:40:42
20283884.0,22.87,0,40,3641043.0,2020-10-30 12:41:44
20267328.0,23.75,0,40,3641297.0,2020-10-30 15:34:00
20267337.0,23.93,0,40,3640967.0,2020-10-30 15:35:28
20268420.0,23.93,0,40,3641270.0,2020-10-30 15:36:30
20268305.0,23.68,0,40,3641029.0,2020-10-30 15:37:32
20268966.0,23.56,0,40,3641105.0,2020-10-30 15:38:34
20269129.0,23.5,0,40,3641063.0,2020-10-30 15:39:37
20269091.0,23.62,0,40,3641194.0,2020-10-30 15:41:40
20268775.0,23.68,0,40,3641036.0,2020-10-30 15:42:42
20268190.0,23.68,0,40,3640939.0,2020-10-30 15:43:44
20268650.0,23.75,0,40,3640974.0,2020-10-30 15:44:46
20268966.0,23.62,0,40,3641029.0,2020-10-30 15:45:50
20269675.0,23.56,0,40,3641091.0,2020-10-30 15:46:51
20269675.0,23.5,0,40,3641084.0,2020-10-30 15:47:53
20269713.0,23.25,0,40,3641008.0,2020-10-30 15:48:56
20269829.0,22.87,0,40,3641008.0,2020-10-30 15:51:01
20269867.0,22.62,0,40,3641049.0,2020-10-30 15:52:02
20270106.0,22.56,0,40,3641084.0,2020-10-30 15:53:05
20269944.0,22.56,0,40,3640987.0,2020-10-30 15:54:07
20268890.0,22.56,0,40,3640898.0,2020-10-30 15:55:10
20269129.0,22.5,0,40,3640932.0,2020-10-30 15:56:11
20268966.0,22.5,0,40,3640831.0,2020-10-30 15:57:14
20268142.0,22.5,0,40,3640817.0,2020-10-30 15:58:17
20269167.0,22.56,0,40,3640987.0,2020-10-30 15:59:19
20268813.0,22.56,0,40,3641036.0,2020-10-30 16:00:22
20269091.0,22.56,0,40,3640946.0,2020-10-30 16:01:23
20269167.0,22.56,0,40,3640994.0,2020-10-30 16:02:26
20268698.0,22.62,0,40,3641049.0,2020-10-30 16:03:28
20268775.0,22.56,0,40,3640974.0,2020-10-30 16:04:29
20268928.0,22.62,0,40,3641001.0,2020-10-30 16:05:30
20268813.0,22.5,0,40,3641015.0,2020-10-30 16:08:35
20268181.0,22.31,0,40,3640939.0,2020-10-30 16:09:38
20268574.0,22.18,0,40,3641022.0,2020-10-30 16:11:41
20268574.0,22.18,0,40,3640967.0,2020-10-30 16:12:43
20268813.0,22.18,0,40,3640925.0,2020-10-30 16:13:45
20267797.0,22.25,0,40,3640769.0,2020-10-30 16:14:47
20268267.0,22.25,0,40,3640953.0,2020-10-30 16:15:49
20267836.0,22.31,0,40,3640994.0,2020-10-30 16:16:51
20267635.0,22.25,0,40,3640790.0,2020-10-30 16:17:52
20268612.0,22.18,0,40,3641022.0,2020-10-30 16:18:53
20268574.0,22.18,0,40,3640967.0,2020-10-30 16:19:56
20267606.0,22.12,0,40,3640898.0,2020-10-30 16:20:57
20267567.0,22.06,0,40,3640776.0,2020-10-30 16:21:58
20267376.0,22.06,0,40,3640679.0,2020-10-30 16:23:10
20267759.0,22.06,0,40,3640845.0,2020-10-30 16:24:01
20267951.0,22.06,0,40,3640981.0,2020-10-30 16:25:03
20268142.0,22.06,0,40,3640939.0,2020-10-30 16:27:06
20268181.0,22.0,0,40,3640960.0,2020-10-30 16:28:08
20267797.0,22.0,0,40,3641022.0,2020-10-30 16:29:10
20267912.0,22.06,0,40,3640898.0,2020-10-30 16:30:12
20267711.0,22.0,0,40,3641043.0,2020-10-30 16:31:14
20267606.0,22.06,0,40,3640967.0,2020-10-30 16:32:16
20267960.0,22.0,0,40,3641029.0,2020-10-30 16:33:18
20268104.0,22.06,0,40,3641029.0,2020-10-30 16:34:21
20267481.0,21.93,0,40,3640967.0,2020-10-30 16:35:22
20267452.0,21.93,0,40,3640905.0,2020-10-30 16:36:25
20266782.0,22.0,0,40,3640967.0,2020-10-30 16:37:27
20267414.0,22.0,0,40,3640824.0,2020-10-30 16:38:29
20267644.0,22.06,0,40,3640974.0,2020-10-30 16:39:32
20266513.0,22.0,0,40,3640872.0,2020-10-30 16:40:33
20266820.0,22.0,0,40,3640905.0,2020-10-30 16:42:37
20266743.0,21.93,0,40,3641029.0,2020-10-30 16:43:39
20266983.0,21.87,0,40,3640852.0,2020-10-30 16:44:41
20266628.0,21.87,0,40,3640939.0,2020-10-30 16:45:43
2.026659e+07,21.87,0,40,3.640879e+06,2020-10-30 16:46:45
