Moisture,Soil_temp,Air_Hum,Air_temp,EC,time
21409533.0,20.68,0,0,20360094.0,2020-10-14 15:09:25
21409919.0,20.68,0,0,20360994.0,2020-10-14 15:29:30
21410184.0,20.68,0,0,20360879.0,2020-10-14 15:39:31
21408966.0,20.75,0,0,20359709.0,2020-10-14 16:09:37
21412458.0,20.0,0,0,20365025.0,2020-10-14 16:18:11
21411707.0,20.93,0,0,20362756.0,2020-10-14 16:28:11
21411200.0,20.87,0,0,20362171.0,2020-10-14 16:38:12
21411321.0,20.81,0,0,20362132.0,2020-10-14 16:48:13
21414835.0,21.06,0,0,20364980.0,2020-10-15 09:20:52
21413514.0,19.68,0,0,20366934.0,2020-10-15 09:30:28
21409393.0,21.18,0,0,20361901.0,2020-10-15 09:40:26
21408072.0,21.18,0,0,20360686.0,2020-10-15 09:50:27
21408742.0,21.12,0,0,20360609.0,2020-10-15 10:00:30
21409066.0,21.12,0,0,20361386.0,2020-10-15 10:10:31
21409433.0,21.12,0,0,20361586.0,2020-10-15 10:20:33
21409717.0,21.12,0,0,20360917.0,2020-10-15 10:30:35
21408966.0,21.12,0,0,20361740.0,2020-10-15 10:40:36
21407991.0,21.12,0,0,20361232.0,2020-10-15 10:50:37
21409573.0,21.12,0,0,20362486.0,2020-10-15 11:10:39
21409168.0,21.12,0,0,20362171.0,2020-10-15 11:20:41
21408966.0,21.12,0,0,20360917.0,2020-10-15 11:30:42
21408661.0,21.12,0,0,20361432.0,2020-10-15 11:40:43
21409676.0,21.12,0,0,20361625.0,2020-10-15 11:50:46
21409695.0,21.12,0,0,20362094.0,2020-10-15 12:00:47
21408112.0,21.12,0,0,20361509.0,2020-10-15 12:10:47
21409168.0,21.12,0,0,20361271.0,2020-10-15 12:20:50
21405227.0,20.37,0,0,20360840.0,2020-10-15 12:40:43
21402365.0,21.37,0,0,20357009.0,2020-10-15 12:50:42
21402140.0,21.31,0,0,20357916.0,2020-10-15 13:00:44
21402953.0,21.25,0,0,20358539.0,2020-10-15 13:10:46
21402486.0,21.25,0,0,20357363.0,2020-10-15 13:20:48
21403053.0,21.25,0,0,20358186.0,2020-10-15 13:30:50
21403053.0,21.25,0,0,20358147.0,2020-10-15 13:40:52
21402527.0,21.25,0,0,20358186.0,2020-10-15 13:50:54
21403542.0,21.25,0,0,20358732.0,2020-10-15 14:00:57
21403115.0,21.25,0,0,20358578.0,2020-10-15 14:10:58
21403439.0,21.25,0,0,20358539.0,2020-10-15 14:21:01
21403969.0,21.25,0,0,20359124.0,2020-10-15 14:41:05
21403318.0,21.25,0,0,20359047.0,2020-10-15 14:51:07
21402931.0,21.25,0,0,20357916.0,2020-10-15 15:01:09
21403358.0,21.25,0,0,20358693.0,2020-10-15 15:11:10
21403012.0,21.25,0,0,20358539.0,2020-10-15 15:21:11
21403237.0,21.25,0,0,20358693.0,2020-10-15 15:31:13
21402913.0,21.31,0,0,20358462.0,2020-10-15 15:41:15
21404374.0,20.43,0,0,20359009.0,2020-10-15 15:53:24
21402648.0,21.43,0,0,20355531.0,2020-10-15 16:03:22
21403034.0,21.37,0,0,20356039.0,2020-10-15 16:23:25
21405879.0,21.31,0,0,20357524.0,2020-10-16 09:16:12
21404904.0,21.31,0,0,20357909.0,2020-10-16 09:26:12
21404517.0,21.37,0,0,20357170.0,2020-10-16 09:36:14
21404050.0,21.37,0,0,20356385.0,2020-10-16 09:46:16
21404009.0,21.31,0,0,20356200.0,2020-10-16 09:56:18
21403969.0,21.37,0,0,20356193.0,2020-10-16 10:06:19
21409676.0,20.75,0,0,20359863.0,2020-10-16 10:14:30
21408925.0,21.56,0,0,20358970.0,2020-10-16 10:24:30
21409474.0,21.5,0,0,20358032.0,2020-10-16 10:44:34
21409492.0,21.43,0,0,20359439.0,2020-10-16 10:54:35
21409474.0,21.43,0,0,20358970.0,2020-10-16 11:04:36
21409106.0,21.43,0,0,20359625.0,2020-10-16 11:14:37
21408885.0,21.43,0,0,20358693.0,2020-10-16 11:24:38
21408742.0,21.43,0,0,20358932.0,2020-10-16 11:34:40
21408844.0,21.43,0,0,20358655.0,2020-10-16 11:44:43
21408863.0,21.43,0,0,20359124.0,2020-10-16 12:04:45
21408580.0,21.43,0,0,20358732.0,2020-10-16 12:24:49
21409047.0,21.43,0,0,20357870.0,2020-10-16 12:34:51
21409209.0,21.43,0,0,20358893.0,2020-10-16 12:44:52
21408153.0,21.43,0,0,20358263.0,2020-10-16 12:54:54
21408274.0,21.43,0,0,20357947.0,2020-10-16 13:14:58
21408337.0,21.5,0,0,20357839.0,2020-10-16 13:24:59
21409290.0,21.5,0,0,20358893.0,2020-10-16 13:35:02
21408337.0,21.5,0,0,20358301.0,2020-10-16 13:45:03
21408355.0,21.5,0,0,20358070.0,2020-10-16 13:55:05
21407259.0,21.5,0,0,20356939.0,2020-10-16 14:05:07
21408193.0,21.5,0,0,20357716.0,2020-10-16 14:15:09
21407340.0,21.5,0,0,20357832.0,2020-10-16 14:25:11
21408009.0,21.5,0,0,20357562.0,2020-10-16 14:35:14
21408112.0,21.5,0,0,20358501.0,2020-10-16 14:45:15
21408782.0,21.5,0,0,20357870.0,2020-10-16 15:05:18
21407928.0,21.5,0,0,20357524.0,2020-10-16 15:35:24
21408031.0,21.56,0,0,20357909.0,2020-10-16 15:45:24
21408193.0,21.56,0,0,20357716.0,2020-10-16 15:55:25
21408234.0,21.56,0,0,20357678.0,2020-10-16 16:05:27
21408031.0,21.56,0,0,20357909.0,2020-10-16 16:15:28
21408925.0,21.56,0,0,20358186.0,2020-10-16 16:25:29
21408418.0,21.56,0,0,20358263.0,2020-10-16 16:35:30
21407766.0,21.56,0,0,20358070.0,2020-10-16 16:45:32
21428505.0,20.06,0,0,20377559.0,2020-10-19 11:03:30
21424281.0,22.31,0,0,20372719.0,2020-10-19 11:13:30
21424869.0,22.43,0,0,20373182.0,2020-10-19 11:23:31
21425134.0,22.37,0,0,20372873.0,2020-10-19 11:43:34
21425845.0,22.37,0,0,20373773.0,2020-10-19 11:53:36
21426331.0,22.37,0,0,20374589.0,2020-10-19 12:03:37
21404131.0,22.25,0,0,20359324.0,2020-10-22 09:42:51
21404333.0,22.18,0,0,20360602.0,2020-10-22 09:52:53
21404558.0,22.18,0,0,20360332.0,2020-10-22 10:02:54
21404090.0,22.18,0,0,20358732.0,2020-10-22 10:12:55
21404760.0,22.18,0,0,20358816.0,2020-10-22 10:22:56
21404477.0,22.12,0,0,20359516.0,2020-10-22 10:32:58
21404212.0,22.18,0,0,20359240.0,2020-10-22 10:43:00
21404090.0,22.18,0,0,20360409.0,2020-10-22 10:53:00
21402891.0,22.18,0,0,20359516.0,2020-10-22 11:03:02
21404090.0,22.25,0,0,20359516.0,2020-10-22 11:13:03
21403785.0,22.18,0,0,20359439.0,2020-10-22 11:23:05
21404477.0,22.18,0,0,20360255.0,2020-10-22 11:33:06
21403115.0,22.25,0,0,20357716.0,2020-10-22 11:43:07
21404090.0,22.25,0,0,20358932.0,2020-10-22 11:53:08
21404455.0,22.18,0,0,20359278.0,2020-10-22 12:03:11
21403480.0,22.25,0,0,20358378.0,2020-10-22 12:13:13
21403704.0,22.25,0,0,20359670.0,2020-10-22 12:23:14
21403156.0,22.25,0,0,20358070.0,2020-10-22 12:43:18
21404517.0,22.25,0,0,20359478.0,2020-10-22 12:53:20
21403277.0,22.25,0,0,20358147.0,2020-10-22 13:03:22
21402405.0,22.25,0,0,20358070.0,2020-10-22 13:13:23
21401592.0,22.31,0,0,20357170.0,2020-10-22 13:23:23
21403623.0,22.25,0,0,20358893.0,2020-10-22 13:33:25
21403277.0,22.25,0,0,20359632.0,2020-10-22 13:43:27
21403075.0,22.31,0,0,20359009.0,2020-10-22 13:53:29
21403623.0,22.25,0,0,20358539.0,2020-10-22 14:03:31
21403520.0,22.31,0,0,20358301.0,2020-10-22 14:13:31
21403012.0,22.31,0,0,20358109.0,2020-10-22 14:23:34
21404212.0,22.31,0,0,20359825.0,2020-10-22 14:33:35
21404517.0,22.25,0,0,20359902.0,2020-10-22 14:43:36
21404050.0,22.31,0,0,20358462.0,2020-10-22 14:53:38
21403907.0,22.31,0,0,20359632.0,2020-10-22 15:03:38
21404517.0,22.43,0,0,20360056.0,2020-10-23 09:16:46
21405308.0,22.43,0,0,20361978.0,2020-10-23 09:26:48
21405308.0,22.5,0,0,20360725.0,2020-10-23 09:36:50
21405960.0,22.5,0,0,20362017.0,2020-10-23 09:46:51
21405452.0,22.5,0,0,20361194.0,2020-10-23 09:56:54
21405371.0,22.5,0,0,20361232.0,2020-10-23 10:06:56
21404801.0,22.43,0,0,20360648.0,2020-10-23 10:16:59
21405146.0,22.5,0,0,20360725.0,2020-10-23 10:37:00
22030585.0,22.5,0,0,20819972.0,2020-10-23 11:47:12
22029695.0,22.5,0,0,20819228.0,2020-10-23 11:57:13
22030077.0,22.5,0,0,20819267.0,2020-10-23 12:07:14
22031434.0,22.43,0,0,20819307.0,2020-10-23 12:17:16
22031726.0,22.43,0,0,20820283.0,2020-10-23 12:27:17
22030968.0,22.5,0,0,20820007.0,2020-10-23 12:37:19
22031343.0,22.5,0,0,20820594.0,2020-10-23 12:47:21
22032442.0,22.5,0,0,20821767.0,2020-10-23 12:57:22
22032150.0,22.43,0,0,20822043.0,2020-10-23 13:07:23
22031468.0,22.5,0,0,20820948.0,2020-10-23 13:17:26
22032700.0,22.5,0,0,20821806.0,2020-10-23 13:27:27
22031858.0,22.5,0,0,20820751.0,2020-10-23 13:37:29
22031468.0,22.5,0,0,20820322.0,2020-10-23 13:47:31
22032484.0,22.5,0,0,20822043.0,2020-10-23 13:57:33
22032991.0,22.5,0,0,20822432.0,2020-10-23 14:17:36
22032741.0,22.43,0,0,20822275.0,2020-10-23 14:37:41
22033674.0,22.5,0,0,20823094.0,2020-10-23 14:47:42
22032567.0,22.5,0,0,20822235.0,2020-10-23 14:57:44
21506706.0,22.12,0,0,20435487.0,2020-10-28 12:56:18
21506665.0,22.06,0,0,20434477.0,2020-10-28 13:06:20
21506543.0,22.0,0,0,20434124.0,2020-10-28 13:16:21
21505568.0,21.93,0,0,20433456.0,2020-10-28 13:26:22
21506847.0,21.87,0,0,20436193.0,2020-10-28 13:46:26
21618462.0,24.93,0,0,20844460.0,2020-10-28 16:06:53
21624130.0,24.43,0,0,20847231.0,2020-10-28 16:16:55
21628454.0,23.68,0,0,20850007.0,2020-10-28 16:36:58
21628274.0,23.43,0,0,20851062.0,2020-10-28 16:47:00
21628921.0,23.25,0,0,20851574.0,2020-10-28 16:57:02
21629126.0,23.12,0,0,20852861.0,2020-10-28 17:07:05
21616005.0,21.75,0,0,20820007.0,2020-10-29 09:43:25
21615211.0,21.81,0,0,20818878.0,2020-10-29 09:53:25
21616005.0,21.81,0,0,20819775.0,2020-10-29 10:03:27
21616209.0,21.75,0,0,208s19307.0,2020-10-29 10:13:29
21615047.0,21.81,0,0,20819386.0,2020-10-29 10:23:31
21615415.0,21.75,0,0,20819386.0,2020-10-29 10:33:33
21616717.0,21.75,0,0,20819968.0,2020-10-29 10:43:34
21616209.0,21.75,0,0,20819618.0,2020-10-29 10:53:36
21607635.0,25.31,0,0,20837864.0,2020-10-29 12:53:53
21616857.0,23.93,0,0,20844465.0,2020-10-29 13:13:58
21618012.0,23.56,0,0,20844421.0,2020-10-29 13:24:00
21620411.0,23.31,0,0,20846842.0,2020-10-29 13:34:01
21620837.0,23.06,0,0,20845673.0,2020-10-29 13:44:03
21622868.0,22.93,0,0,20846684.0,2020-10-29 13:54:05
21590451.0,26.81,0,0,2.0837741e+07,2020-10-29 15:44:25
21597724.0,25.18,0,0,2.0842547e+07,2020-10-29 15:54:27
21601074.0,24.43,0,0,2.0845362e+07,2020-10-29 16:04:29
21607897.0,23.37,0,0,20849420.0,2020-10-29 16:34:33
21609730.0,23.0,0,0,2.0850357e+07,2020-10-29 16:54:38
21600952.0,26.5,0,0,2.0838953e+07,2020-10-30 10:57:40
21608142.0,25.12,0,0,2.0843913e+07,2020-10-30 11:07:41
21610804.0,24.43,0,0,2.0845205e+07,2020-10-30 11:17:43
21612794.0,24.0,0,0,2.0846763e+07,2020-10-30 11:27:44
21614359.0,23.68,0,0,2.0849267e+07,2020-10-30 11:37:46
21616676.0,23.43,0,0,2.0850317e+07,2020-10-30 11:47:48
21618118.0,23.25,0,0,2.0851417e+07,2020-10-30 11:57:49
21620370.0,23.06,0,0,2.0852703e+07,2020-10-30 12:07:50
21576578.0,26.5,0,0,2.0801219e+07,2020-10-30 14:08:08
21586267.0,24.5,0,0,2.0808761e+07,2020-10-30 14:28:10
21589436.0,24.06,0,0,2.0810985e+07,2020-10-30 14:38:12
21593358.0,23.5,0,0,2.0814461e+07,2020-10-30 14:58:17
21594169.0,23.31,0,0,2.0814229e+07,2020-10-30 15:08:19
2.1595874e+07,23.12,0,0,2.081587e+07,2020-10-30 15:18:21
